DATE,TIME,AGE,SEX,RACE,GEOCODE_OVERRIDE,DISTRICT_NUM,DISTRICT_NAME,NEIGHBORHOOD_NAME,COMMUNITY_NAME,LINK,MURDER,PUB_CAUSE,LAT,LNG,IS_MURDER,IS_FATAL,HOUR,HOUR_HH,MINUTES_MM,ID
2016-01-08,20:45,29,M,B,"(41.86078146100044, -87.70558409392834)",10,Ogden,Lawndale,North Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20160108-story.html,Yes,Shot,41.86078146100044, -87.70558409392834,1,1,20:45:00,20,45,926
2016-01-27,14:00,71,M,W,"(41.969581604003906, -87.72160339355469)",17,Albany Park,Albany Park,Albany Park,http://www.chicagotribune.com/news/local/breaking/ct-death-of-northwest-side-man-71-ruled-homicide-20160129-story.html,Yes,Assault,41.969581604003906, -87.72160339355469,1,1,14:00:00,14,0,927
2016-01-29,18:20,20,M,,"(44.252410009503365, -85.46370461583138)",25,Grand Central,North Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20160129-story.html?jojo,Yes,Shot,44.252410009503365, -85.46370461583138,1,1,18:20:00,18,20,928
2016-02-02,19:40,34,M,B,"(41.873199462890625, -87.7126235961914)",11,Harrison,Homan Square,East Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-man-stabbed-to-death-on-west-side-20160202-story.html,Yes,Stabbing,41.873199462890625, -87.7126235961914,1,1,19:40:00,19,40,929
2016-02-04,08:32,34,F,W(H),"(41.85223862528801, -87.66879759728909)",10,Ogden,Heart of Chicago,Lower West Side,http://www.chicagotribune.com/news/local/breaking/ct-cermak-stabbing-20160204-story.html,Yes,Stabbing,41.85223862528801, -87.66879759728909,1,1,08:32:00,8,32,930
2016-02-07,12:45,21,M,B,"(41.89909480512142, -87.72388011217117)",11,Harrison,Humboldt Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20160207-story.html,Yes,Shot,41.89909480512142, -87.72388011217117,1,1,12:45:00,12,45,931
2016-02-04,19:40,18,M,B,"(41.9075196236372, -87.77325622737408)",25,Grand Central,North Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20160204-story.html,Yes,Shot,41.9075196236372, -87.77325622737408,1,1,19:40:00,19,40,932
2016-02-04,17:15,18,M,B,"(41.90275199711323, -87.71917551755905)",25,Grand Central,Humboldt Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20160204-story.html,Yes,Shot,41.90275199711323, -87.71917551755905,1,1,17:15:00,17,15,933
2015-11-18,09:36,2,M,,"(41.69097137451172, -87.6280288696289)",5,Calumet,Roseland,Roseland,http://www.chicagotribune.com/news/local/breaking/ct-toddler-homicide-investigation-20160205-story.html,Yes,,41.69097137451172, -87.6280288696289,1,1,09:36:00,9,36,934
2016-02-13,2:07,23,M,W(H),"(41.7695327103138, -87.71521925926208)",8,Chicago Lawn,West Lawn,West Lawn,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160212-story.html,Yes,Shot,41.7695327103138, -87.71521925926208,1,1,02:07:00,2,7,935
2016-02-13,5:25,27,F,B,"(41.87556378543377, -87.74514868855476)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160212-story.html,Yes,Shot,41.87556378543377, -87.74514868855476,1,1,05:25:00,5,25,936
2016-02-14,1:00,22,M,B,"(41.717437744140625, -87.64710235595703)",22,Morgan Park,Longwood Manor,Washington Heights,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160214-story.html,Yes,Shot,41.717437744140625, -87.64710235595703,1,1,01:00:00,1,0,937
2016-02-16,09:00,21,M,B,"(41.90239191055298, -87.74858593940735)",25,Grand Central,North Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160216-story.html,Yes,Shot,41.90239191055298, -87.74858593940735,1,1,09:00:00,9,0,938
2016-02-17,20:00,20,F,B,"(41.750835, -87.669166)",6,Gresham,Gresham,Auburn Gresham,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160217-story.html,Yes,Shot,41.750835, -87.669166,1,1,20:00:00,20,0,939
2016-02-21,2:30,25,M,B,"(41.751434326171875, -87.60954284667969)",6,Gresham,Chatham,Greater Grand Crossing,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160220-story.html???,Yes,Shot,41.751434326171875, -87.60954284667969,1,1,02:30:00,2,30,940
2016-02-22,9:45,28,M,B,"(41.77790451049805, -87.63661193847656)",7,Englewood,Englewood,Englewood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160222-story.html,Yes,Shot,41.77790451049805, -87.63661193847656,1,1,09:45:00,9,45,941
2016-02-24,18:12,16,M,B,"(41.89300283789635, -87.7589151263237)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160224-story.html,Yes,Shot,41.89300283789635, -87.7589151263237,1,1,18:12:00,18,12,942
2016-02-27,15:45,26,M,B,"(41.739694476127625, -87.646763920784)",6,Gresham,Gresham,Auburn Gresham,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20160227-story.html,Yes,Shot,41.739694476127625, -87.646763920784,1,1,15:45:00,15,45,943
2016-02-24,18:24,23,M,B,"(41.874901950359344, -87.74267703294754)",11,Harrison,West Garfield Park,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160224-story.html,Yes,Shot,41.874901950359344, -87.74267703294754,1,1,18:24:00,18,24,944
2016-02-22,13:30,50,M,W(H),"(41.85937196016312, -87.6736356317997)",12,Near West,Heart of Chicago,Lower West Side,http://www.chicagotribune.com/news/local/breaking/ct-man-found-dead-under-near-west-side-viaduct-20160222-story.html,Yes,Assault,41.85937196016312, -87.6736356317997,1,1,13:30:00,13,30,945
2016-03-01,18:15,20,M,W,"(41.81312942504883, -87.66752624511719)",9,Deering,Back of the Yards,New City,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160301-story.html,Yes,Shot,41.81312942504883, -87.66752624511719,1,1,18:15:00,18,15,946
2016-03-07,11:05,23,M,B,"(41.77655792236328, -87.60545349121094)",3,Grand Crossing,Woodlawn,Woodlawn,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160307-story.html,Yes,Shot,41.77655792236328, -87.60545349121094,1,1,11:05:00,11,5,947
2016-03-02,13:55,22,M,B,"(41.88685607910156, -87.76537322998047)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160302-story.html,Yes,Shot,41.88685607910156, -87.76537322998047,1,1,13:55:00,13,55,948
2016-03-02,16:30,31,M,B,"(41.9024543762207, -87.71871948242188)",11,Harrison,Humboldt Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160302-story.html,Yes,Shot,41.9024543762207, -87.71871948242188,1,1,16:30:00,16,30,949
2016-03-11,09:20,26,M,B,"(41.7611198425293, -87.66649627685547)",7,Englewood,West Englewood,West Englewood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160311-story.html,Yes,Shot,41.7611198425293, -87.66649627685547,1,1,09:20:00,9,20,950
2016-03-13,19:50,16,M,B,"(41.712249755859375, -87.618408203125)",5,Calumet,Rosemoor,Roseland,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160313-story.html,Yes,Shot,41.712249755859375, -87.618408203125,1,1,19:50:00,19,50,951
2016-03-08,18:40,42,M,B,"(41.733749, -87.66822)",22,Morgan Park,Gresham,Auburn Gresham,http://www.chicagotribune.com/news/local/breaking/ct-man-dies-two-weeks-after-shooting-20160321-story.html,Yes,Shot,41.733749, -87.66822,1,1,18:40:00,18,40,952
2016-03-23,00:25,19,M,B,"(41.7971305847168, -87.668701171875)",9,Deering,Back of the Yards,New City,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160322-story.html,Yes,Shot,41.7971305847168, -87.668701171875,1,1,00:25:00,0,25,953
2016-03-29,09:26,19,M,B,"(41.90960504114628, -87.75815807282925)",25,Grand Central,North Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160329-story.html,Yes,Shot,41.90960504114628, -87.75815807282925,1,1,09:26:00,9,26,954
2016-03-25,01:40,29,M,,"(41.758052825927734, -87.62202453613281)",6,Gresham,Chatham,Greater Grand Crossing,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160324-story.html,Yes,Shot,41.758052825927734, -87.62202453613281,1,1,01:40:00,1,40,955
2016-03-30,01:45,31,M,B,"(41.76446937024593, -87.56629832088947)",3,Grand Crossing,South Shore,South Shore,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160329-story.html,Yes,Shot,41.76446937024593, -87.56629832088947,1,1,01:45:00,1,45,956
2016-03-13,06:40,18,M,B,"(41.87180131673813, -87.71519310772419)",11,Harrison,Homan Square,East Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20160312-story.html,Yes,Shot,41.87180131673813, -87.71519310772419,1,1,06:40:00,6,40,957
2016-03-18,,23,M,B,"(41.70362278819084, -87.60838083922863)",5,Calumet,Rosemoor,Roseland,,Yes,Shot,41.70362278819084, -87.60838083922863,1,1,,-1,-1,958
2016-03-30,18:00,25,M,W(H),"(41.91201500594616, -87.70535677671432)",14,Shakespeare,Logan Square,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-shooting-violence-20160330-story.html,Yes,Shot,41.91201500594616, -87.70535677671432,1,1,18:00:00,18,0,959
2016-03-22,11:00,24,M,B,"(41.88080616295338, -87.73063391447067)",11,Harrison,West Garfield Park,West Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160322-story.html,Yes,Shot,41.88080616295338, -87.73063391447067,1,1,11:00:00,11,0,960
2016-04-06,1:45,32,M,W(H),"(41.88042663037777, -87.74917535483837)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160405-story.html,Yes,Shot,41.88042663037777, -87.74917535483837,1,1,01:45:00,1,45,961
2016-04-11,19:30,37,M,W(H),"(41.840328216552734, -87.72774505615234)",10,Ogden,Little Village,South Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160411-story.html,Yes,Shot,41.840328216552734, -87.72774505615234,1,1,19:30:00,19,30,962
2016-04-23,1:14,22,M,,"(41.858951568603516, -87.70580291748047)",10,Ogden,Lawndale,North Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160422-story.html,Yes,Shot,41.858951568603516, -87.70580291748047,1,1,01:14:00,1,14,963
2016-04-24,00:25,24,M,B,"(41.86216354370117, -87.70622253417969)",10,Ogden,Lawndale,North Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-shootings-violence-chicago-20160423-story.html,Yes,Shot,41.86216354370117, -87.70622253417969,1,1,00:25:00,0,25,964
2016-04-26,06:00,27,M,B,"(41.7303352355957, -87.6511001586914)",22,Morgan Park,Brainerd,Washington Heights,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160425-story.html,Yes,Shot,41.7303352355957, -87.6511001586914,1,1,06:00:00,6,0,965
2016-06-18,09:49,65,F,W,"(41.79786682128906, -87.59100341796875)",2,Wentworth,Hyde Park,Hyde Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20160618-story.html,Yes,Shot,41.79786682128906, -87.59100341796875,1,1,09:49:00,9,49,966
2016-06-27,14:05,20,M,B,"(41.762023, -87.559028)",3,Grand Crossing,South Shore,South Shore,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20160627-story.html,Yes,Shot,41.762023, -87.559028,1,1,14:05:00,14,5,967
2016-06-24,21:00,23,M,B,"(41.89915466308594, -87.72532653808594)",11,Harrison,Humboldt Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160624-story.html,Yes,Shot,41.89915466308594, -87.72532653808594,1,1,21:00:00,21,0,968
